City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nemuro,43.3236,145.575,277.54,97,100,4.62,JP,1712912619
365,illintsi,49.1048,29.2177,289.79,38,2,5.93,UA,1712912620
366,balnearia,-31.0088,-62.6673,287.14,88,100,4.44,AR,1712912622
367,ballina,-28.8667,153.5667,292.47,75,1,3.99,AU,1712912623
368,nantucket,41.2835,-70.0995,285.23,99,100,10.29,US,1712912624
369,vila franca do campo,37.7167,-25.4333,291.42,99,56,0.77,PT,1712912626
370,mejit,10.2753,170.8646,299.88,81,100,8.79,MH,1712912627
371,tual,-5.6667,132.75,301.52,76,74,4.37,ID,1712912628
372,adrar,20.5022,-10.0711,303.93,12,0,8.25,MR,1712912630
373,porto franco,-6.3383,-47.3992,296.32,97,14,0.54,BR,1712912631
374,la'ie,21.6477,-157.9253,297.13,88,100,4.02,US,1712912632
375,berdigestyakh,62.0989,126.6992,261.3,83,100,3.77,RU,1712912635
376,taishan,22.2514,112.7799,302.07,62,53,5.62,CN,1712912637
377,pisco,-13.7,-76.2167,296.18,78,93,0.51,PE,1712912638
378,prince rupert,54.3161,-130.3201,278.98,86,0,3.09,CA,1712912639
379,shitanjing,39.2342,106.3439,295.7,13,19,5.71,CN,1712912641
380,pacific grove,36.6177,-121.9166,286.29,87,0,2.06,US,1712912642
381,juliaca,-15.5,-70.1333,281.57,83,100,1.83,PE,1712912644
382,yomju-up,39.8933,124.5981,284.73,76,15,3.93,KP,1712912645
383,mary,37.0,62.5,296.64,30,100,5.91,TM,1712912647
384,santana,-0.0583,-51.1817,299.25,94,75,1.54,BR,1712912648
385,shiguai,40.7058,110.2856,293.59,16,100,3.01,CN,1712912649
386,yazykovo,55.2199,56.1353,289.79,54,100,5.82,RU,1712912651
387,akjoujt,19.6969,-14.4164,307.82,7,0,6.43,MR,1712912652
388,ketchikan,55.3422,-131.6461,278.41,87,100,0.0,US,1712912654
389,muroto-misakicho,33.2833,134.15,290.34,69,100,1.68,JP,1712912655
390,rio grande,-32.035,-52.0986,293.02,66,100,7.49,BR,1712912656
391,fisterra,42.9049,-9.2629,291.9,79,7,1.32,ES,1712912658
392,campo gallo,-26.5833,-62.85,287.62,98,100,3.1,AR,1712912659
393,lincoln city,44.9582,-124.0179,282.42,96,100,0.45,US,1712912661
394,kodiak,57.79,-152.4072,276.88,65,100,7.2,US,1712912662
395,constitucion,-35.3333,-72.4167,283.32,86,90,1.47,CL,1712912663
396,mokhsogollokh,61.4681,128.9203,266.61,82,100,3.81,RU,1712912664
397,rongelap,11.1635,166.8941,299.91,75,95,9.12,MH,1712912666
398,kaisiadorys,54.8667,24.45,287.01,65,100,6.09,LT,1712912667
399,oranjemund,-28.55,16.4333,300.64,29,52,5.46,NA,1712912668
400,ximeicun,24.9639,118.3794,302.07,63,63,3.47,CN,1712912669
401,port lincoln,-34.7333,135.8667,287.68,63,15,4.22,AU,1712912670
402,gorontalo,0.5412,123.0595,301.63,77,99,0.69,ID,1712912672
403,ozerne,50.1782,28.7338,288.8,48,6,5.14,UA,1712912674
404,peace river,56.2501,-117.286,280.32,45,75,2.57,CA,1712912675
405,amahai,-3.3333,128.9167,299.61,85,98,0.52,ID,1712912676
406,kharan,28.5833,65.4167,307.57,16,38,8.2,PK,1712912678
407,ponte de lima,41.7672,-8.5839,296.54,54,11,0.97,PT,1712912680
408,ashgabat,37.95,58.3833,290.07,67,100,4.12,TM,1712912681
409,mariental,-24.6333,17.9667,300.31,22,3,5.83,NA,1712912682
410,viedma,-40.8135,-62.9967,285.5,71,100,1.94,AR,1712912420
411,touros,-5.1989,-35.4608,298.85,91,53,2.53,BR,1712912686
412,burang,30.25,81.1667,273.87,52,50,1.61,CN,1712912687
413,jiangyou,31.7667,104.7167,296.27,65,100,2.35,CN,1712912690
414,springbok,-29.6643,17.8865,295.23,22,95,8.01,ZA,1712912691
415,big bend,-26.8167,31.9333,296.2,53,64,1.54,SZ,1712912692
416,antalaha,-14.9003,50.2788,302.88,73,83,2.7,MG,1712912693
417,al mindak,20.1588,41.2834,298.93,64,20,5.08,SA,1712912695
418,juan de ayolas,-27.4,-56.9,291.5,97,98,2.94,PY,1712912696
419,bodaybo,57.8506,114.1933,275.76,82,99,1.24,RU,1712912697
420,bakchar,57.0186,82.0711,271.74,50,71,4.29,RU,1712912698
421,jakobstad,63.6749,22.7026,279.24,65,51,3.58,FI,1712912700
422,emerald,-23.5333,148.1667,296.67,38,1,4.23,AU,1712912532
423,aras-asan,8.8908,126.3033,300.88,71,60,2.96,PH,1712912704
424,belozersk,60.0326,37.7957,278.7,71,100,5.81,RU,1712912705
425,panaba,21.2833,-88.2667,293.38,82,0,2.88,MX,1712912706
426,nadym,65.5333,72.5167,267.57,92,100,11.89,RU,1712912708
427,al muwayh,22.4333,41.7583,301.94,30,13,3.07,SA,1712912709
428,mahina,-17.5065,-149.489,300.02,83,0,1.54,PF,1712912711
429,karwar,14.8,74.1333,303.34,59,3,5.73,IN,1712912713
430,montevideo,-34.8335,-56.1674,287.99,82,0,2.57,UY,1712912714
431,araxa,-19.5933,-46.9406,291.58,94,99,2.19,BR,1712912717
432,pangkalpinang,-2.1333,106.1333,302.71,77,100,1.69,ID,1712912718
433,singa,13.15,33.9333,310.15,7,13,4.3,SD,1712912719
434,sarmiento,-45.5882,-69.07,281.54,53,0,0.36,AR,1712912721
435,port douglas,-16.4833,145.4667,298.15,84,6,6.02,AU,1712912722
436,tillaberi,14.2117,1.4531,310.22,16,100,4.7,NE,1712912724
437,diego de almagro,-26.3667,-70.05,287.19,65,29,1.09,CL,1712912725
438,enewetak,11.3474,162.3373,300.17,79,96,9.63,MH,1712912727
439,veraval,20.9,70.3667,301.42,66,22,6.87,IN,1712912728
440,sao vicente,-23.9631,-46.3919,298.3,26,96,0.63,BR,1712912729
441,yoko,5.5333,12.3167,297.62,66,100,1.03,CM,1712912732
442,santa terezinha,-29.9002,-50.0904,293.92,86,100,8.33,BR,1712912733
443,island harbour,50.724,-1.2758,288.89,81,100,3.13,GB,1712912735
444,pola de siero,43.3923,-5.6634,292.94,76,1,0.21,ES,1712912736
445,antofagasta,-23.65,-70.4,290.75,89,83,2.72,CL,1712912737
446,kyshtovka,56.555,76.6271,272.78,79,100,6.71,RU,1712912739
447,peniche,39.3558,-9.3811,295.99,74,33,3.98,PT,1712912740
448,gulf shores,30.246,-87.7008,289.82,73,0,2.06,US,1712912742
449,natal,-5.795,-35.2094,299.51,94,40,3.09,BR,1712912743
450,novokorsunskaya,45.6408,39.1464,293.25,38,61,3.97,RU,1712912744
451,maitum,6.0392,124.4986,301.44,76,97,1.96,PH,1712912746
452,punta arenas,-53.15,-70.9167,281.21,81,40,7.2,CL,1712912717
453,hechuan,29.9947,106.2572,299.42,49,95,2.65,CN,1712912748
454,lompoc,34.6391,-120.4579,284.7,96,100,0.0,US,1712912750
455,nema,57.5067,50.5011,284.38,62,100,5.32,RU,1712912751
456,cafayate,-26.073,-65.9761,288.06,88,86,3.68,AR,1712912752
457,winchester,51.0651,-1.3187,288.96,87,20,4.12,GB,1712912754
458,new norfolk,-42.7826,147.0587,288.87,96,100,1.13,AU,1712912755
459,nova sintra,14.8667,-24.7167,295.5,81,0,6.97,CV,1712912757
460,altamont,42.2068,-121.7372,277.03,78,0,0.89,US,1712912758
461,prainha,-1.8,-53.48,296.78,97,92,1.13,BR,1712912760
462,seme,15.1942,-12.9448,309.85,16,89,4.4,SN,1712912761
463,zabaykal'sk,49.6333,117.3167,288.03,25,82,3.16,RU,1712912762
464,salto de agua,17.6167,-92.3667,294.17,76,79,1.01,MX,1712912764
465,santa rita,-7.1139,-34.9781,298.52,94,40,1.54,BR,1712912765
466,lunglei,22.8833,92.7333,308.09,16,91,2.95,IN,1712912640
467,prieska,-29.6641,22.7474,291.55,23,17,4.68,ZA,1712912768
468,yanykurgan,43.915,67.2481,295.49,32,51,1.26,KZ,1712912769
469,caribou,46.8606,-68.012,280.39,92,100,4.63,US,1712912771
470,kamina,-8.7386,24.9906,298.22,76,100,2.08,CD,1712912772
471,venezuela,8.0,-66.0,301.34,61,22,7.68,VE,1712912773
472,sechura,-5.5569,-80.8222,296.27,74,52,4.8,PE,1712912775
473,ar ruways,24.1103,52.7306,301.47,40,62,6.05,AE,1712912776
474,olonets,60.9847,32.9698,276.36,96,100,4.63,RU,1712912777
475,rincon de romos,22.2333,-102.3,283.33,73,49,1.6,MX,1712912779
476,kenora,49.8167,-94.4337,276.69,87,75,3.09,CA,1712912780
477,gebeit,21.0667,36.3167,301.97,17,2,2.67,SD,1712912781
478,tarauaca,-8.1614,-70.7656,295.73,97,100,0.89,BR,1712912783
479,smithers,54.7804,-127.1743,272.33,100,20,1.03,CA,1712912784
480,blackfoot,43.1905,-112.345,284.03,60,10,3.24,US,1712912787
481,colchani,-20.3,-66.9333,280.91,52,88,2.67,BO,1712912788
482,codrington,-38.2667,141.9667,288.05,56,100,3.63,AU,1712912789
483,nur-sultan,51.1801,71.446,280.12,45,75,9.0,KZ,1712912791
484,george town,5.4112,100.3354,307.12,57,20,5.66,MY,1712912743
485,itoman,26.1247,127.6694,296.58,86,75,3.6,JP,1712912794
486,berberati,4.2612,15.7922,296.99,88,20,4.12,CF,1712912795
487,tarko-sale,64.9225,77.785,264.04,93,100,14.73,RU,1712912796
488,varzea grande,-15.6467,-56.1325,298.08,94,75,1.03,BR,1712912798
489,knyaze-volkonskoye,48.4642,135.4567,292.34,39,99,4.92,RU,1712912799
490,copala,16.65,-98.9833,298.41,69,4,2.31,MX,1712912800
491,iskateley,67.6803,53.1512,263.72,94,100,8.05,RU,1712912802
492,sassandra,4.95,-6.0833,302.26,72,57,2.25,CI,1712912803
493,san rafael,-34.6177,-68.3301,281.9,84,100,2.57,AR,1712912805
494,diyarbakir,37.9158,40.2189,293.14,52,40,3.6,TR,1712912806
495,arno,60.1167,18.6333,280.81,62,92,1.26,SE,1712912808
496,otaru,43.1894,141.0022,289.03,81,83,1.52,JP,1712912809
497,ontario,34.0633,-117.6509,293.64,61,0,3.6,US,1712912547
498,yuli,9.6989,10.2744,308.81,15,90,2.01,NG,1712912812
499,noumea,-22.2763,166.4572,299.26,99,100,3.41,NC,1712912813
500,anzio,41.4853,12.6179,298.78,71,100,2.29,IT,1712912814
501,jiwani,25.05,61.7417,300.7,76,86,5.07,PK,1712912816
502,kavaratti,10.5669,72.642,302.51,68,19,3.03,IN,1712912819
503,nuuk,64.1835,-51.7216,269.49,86,40,3.09,GL,1712912820
504,sawang wirawong,15.2416,105.0922,313.28,20,100,0.5,TH,1712912821
505,krasnyy kholm,58.0607,37.1203,285.12,64,85,10.02,RU,1712912823
506,mkushi,-13.6202,29.3939,291.52,94,100,3.3,ZM,1712912824
507,kulhudhuffushi,6.6221,73.07,302.12,76,21,3.71,MV,1712912825
508,villamontes,-21.25,-63.5,287.5,95,100,0.67,BO,1712912827
509,santarem,-2.4431,-54.7083,299.22,94,75,3.09,BR,1712912828
510,happy valley-goose bay,53.3168,-60.3315,275.61,89,100,2.44,CA,1712912830
511,wauchope,-31.45,152.7333,292.57,98,5,0.76,AU,1712912831
512,tazacorte,28.629,-17.9293,299.69,22,0,5.14,ES,1712912833
513,lospalos,-8.5186,127.0025,296.72,82,86,3.05,TL,1712912834
514,westport,41.1415,-73.3579,291.29,89,100,9.39,US,1712912836
515,al kharijah,25.4514,30.5464,302.05,17,81,6.94,EG,1712912837
516,jincheng,35.5022,112.8328,297.21,33,0,5.4,CN,1712912838
517,lillehammer,61.1146,10.4674,278.53,90,100,0.73,NO,1712912840
518,andkhoy,36.9529,65.1238,295.8,48,100,6.64,AF,1712912841
519,pingliang,35.5392,106.6861,296.62,37,0,8.75,CN,1712912842
520,camapua,-19.5314,-54.0439,296.21,95,100,0.92,BR,1712912844
521,san julian,21.0167,-102.1667,284.63,56,64,3.35,MX,1712912845
522,novaya igirma,57.1334,103.9112,274.83,88,100,1.78,RU,1712912846
523,vilyuysk,63.7553,121.6247,261.48,73,100,3.58,RU,1712912849
524,djambala,-2.5447,14.7533,296.57,83,100,3.08,CG,1712912850
525,usinsk,65.9939,57.5281,274.86,99,100,10.28,RU,1712912852
526,akureyri,65.6835,-18.0878,273.26,96,100,1.95,IS,1712912853
527,howrah,22.5892,88.3103,308.15,36,40,3.6,IN,1712912854
528,humaita,-7.5061,-63.0208,296.05,99,100,0.58,BR,1712912856
529,sogndal,61.2283,7.1003,283.36,76,75,2.06,NO,1712912857
530,shahrak,34.1074,64.3052,278.34,97,100,2.27,AF,1712912859
531,port augusta,-32.5,137.7667,289.71,64,100,5.26,AU,1712912861
532,twon-brass,4.3151,6.2418,300.6,79,100,8.27,NG,1712912863
533,creswell,43.9179,-123.0245,282.27,90,100,0.57,US,1712912806
534,lisakovsk,52.5369,62.4936,289.19,52,79,10.58,KZ,1712912865
535,kiama,-34.6833,150.8667,293.15,78,24,2.24,AU,1712912867
536,skovorodino,53.9833,123.9167,274.09,100,100,1.99,RU,1712912868
537,alappakkam,11.6,79.7333,307.4,62,36,5.74,IN,1712912869
538,as salamiyah,35.0113,37.0532,294.66,43,0,1.76,SY,1712912870
539,praia da vitoria,38.7333,-27.0667,289.29,88,75,1.91,PT,1712912872
540,callao,-12.0667,-77.15,297.44,88,95,2.57,PE,1712912873
541,buinsk,54.95,48.2833,289.87,38,73,7.21,RU,1712912874
542,nabire,-3.3667,135.4833,299.2,91,100,1.38,ID,1712912876
543,camarinas,43.1311,-9.1817,292.0,69,9,1.52,ES,1712912877
544,novyy turtkul',41.55,61.0167,294.1,29,100,5.88,UZ,1712912878
545,tauranga,-37.6861,176.1667,291.84,94,22,1.34,NZ,1712912880
546,mabaruma,8.2,-59.7833,295.82,97,7,0.53,GY,1712912881
547,baiti,13.745,-14.7482,306.27,19,59,1.75,SN,1712912883
548,rock springs,41.5875,-109.2029,277.84,45,0,1.54,US,1712912599
549,mont-tremblant,46.1949,-74.6264,284.03,93,100,7.27,CA,1712912885
550,san luis de la loma,17.2706,-100.8939,298.36,72,4,2.12,MX,1712912887
551,salalah,17.0151,54.0924,304.2,62,40,8.23,OM,1712912889
552,tabas,33.5959,56.9244,295.82,30,88,8.94,IR,1712912891
553,palikir - national government center,6.9248,158.1611,297.56,94,100,3.6,FM,1712912892
554,salinopolis,-0.6136,-47.3561,299.85,83,97,2.49,BR,1712912893
555,ternate,0.8,127.4,301.38,76,23,4.96,ID,1712912895
556,loikaw,19.6742,97.2094,308.65,20,93,1.4,MM,1712912896
557,sola,-13.8833,167.55,301.22,81,100,3.57,VU,1712912898
558,ubari,26.5921,12.7805,299.39,13,100,3.13,LY,1712912899
